00150776-v	computer_science art statistics
01160031-a	quality computer_science environment cycling
01839030-v	computer_science transport
07318476-n	computer_science aviation
01694620-v	computer_science
04176295-n	computer_science mechanics engineering
13504173-n	computer_science
02140630-v	computer_science
05823747-n	computer_science
02761392-n	industry computer_science mechanics
05799761-n	computer_science
00208210-v	computer_science
13503908-n	computer_science
01465732-v	computer_science
01743784-v	computer_science engineering
00649033-v	computer_science
02787452-a	computer_science engineering
02231910-v	computer_science
08434259-n	computer_science environment anatomy hydraulics
01102058-a	computer_science
01315333-v	computer_science
02671421-n	computer_science geometry
00183675-a	quality computer_science social
01422539-v	computer_science
02225492-v	computer_science banking environment
14464203-n	computer_science mechanics
06725680-n	computer_science
00505114-r	computer_science
03326073-n	computer_science electronics engineering
01355276-v	computer_science
02614579-a	computer_science
06142412-n	computer_science
02152216-a	computer_science
00902157-a	quality computer_science
10695917-n	computer_science dentistry
05200816-n	computer_science
10462588-n	computer_science
02885370-a	computer_science
00154388-v	computer_science
06655927-n	computer_science
06638739-n	computer_science
00207184-v	computer_science
01946439-a	computer_science
02718256-a	computer_science mechanics
08652970-n	computer_science basketball
07290761-n	computer_science
05931658-n	computer_science
06725249-n	computer_science
01631534-v	computer_science engineering
06168552-n	computer_science linguistics
00486018-v	pedagogy computer_science military environment occultism sociology
01174294-v	computer_science gastronomy
02233081-v	computer_science
06515662-n	telecommunication computer_science
02536329-v	computer_science
00743692-v	computer_science
00145779-n	computer_science
02803986-a	computer_science
01113975-v	computer_science
00034479-n	computer_science
02753100-v	computer_science
00450863-v	computer_science
01841544-a	computer_science statistics
01446729-v	computer_science
07185325-n	computer_science artisanship
00487198-a	quality computer_science psychology
00102779-n	computer_science industry engineering
00993892-v	computer_science
00616279-n	computer_science
13295657-n	economy insurance town_planning
13294503-n	insurance
01087178-n	finance tax insurance
13347237-n	insurance
01087939-n	finance tax astronautics insurance
01089009-n	insurance medicine
01088857-n	insurance medicine
13301620-n	insurance
02097029-a	insurance
13347947-n	insurance
02096759-a	insurance
01089179-n	finance astronautics insurance medicine
13294763-n	insurance
13346912-n	insurance medicine
13349208-n	insurance medicine
13345560-n	transport insurance
01062136-n	insurance
01089297-n	insurance medicine
13822735-n	insurance
02892033-a	insurance town_planning
13348792-n	insurance
13295360-n	insurance
13345403-n	transport insurance
13346432-n	insurance
13347489-n	insurance
01088563-n	insurance
00891541-v	insurance politics
02251247-v	finance insurance politics
01088656-n	insurance
13295183-n	insurance
13295025-n	insurance
13347065-n	insurance
09795556-n	insurance
13296194-n	insurance
10209731-n	commerce insurance
13295972-n	insurance
13296089-n	insurance town_planning
13347750-n	insurance
01087498-n	astronautics insurance
13345962-n	insurance
03663433-n	insurance
01088437-n	insurance
13348227-n	insurance
13346630-n	insurance
13348964-n	insurance
01088757-n	insurance
01087740-n	insurance
13297740-n	insurance
06473940-n	insurance
13346337-n	insurance
13345286-n	insurance
02632148-a	insurance physiology medicine
02094203-a	insurance
13383855-n	insurance
02615921-a	insurance physiology medicine
00105388-a	insurance physiology optics medicine
00108698-a	insurance physiology optics medicine
02627612-a	insurance physiology medicine
02624477-a	insurance physiology medicine
02615804-a	insurance physiology medicine
02598608-a	insurance physiology medicine
10209888-n	finance insurance
02096923-a	insurance
13281275-n	economy insurance
02097152-a	insurance
02251065-v	insurance
00699334-v	insurance
01061333-n	tax insurance
09798096-n	person insurance medicine optics
01086945-n	economy insurance
05658603-n	insurance physiology
02093888-a	insurance
02251631-v	insurance
13287540-n	finance insurance
01059900-n	banking insurance
13818551-n	economy insurance
14097162-n	insurance medicine optics
04904162-n	psychological_features insurance
00928874-a	humanities insurance
13818916-n	economy insurance
00067397-n	insurance
08178085-n	psychology astronautics economy politics insurance
01098293-a	finance insurance
13297254-n	economy insurance
08469678-n	insurance
13356887-n	finance insurance medicine
01515280-a	insurance free_time politics
13278100-n	finance economy insurance free_time
01379965-v	insurance
13297397-n	economy insurance
13290002-n	economy insurance
14096598-n	insurance medicine
14539826-n	insurance
02251509-v	insurance
00864693-a	insurance
00213343-n	economy insurance
13310727-n	finance tax insurance
00742314-n	sociology insurance
02672859-v	insurance psychoanalysis
11347080-n	insurance politics
14542579-n	economy insurance
05789089-n	insurance
06425960-n	telecommunication insurance
01121492-n	economy insurance
01018800-v	finance tax economy insurance
00044132-a	electricity insurance
02395000-v	insurance
08134649-n	administration insurance politics
06528783-n	tax economy insurance
02892164-a	economy insurance
09810364-n	insurance ethnology
13280992-n	finance tax economy insurance
02239261-v	insurance
00597988-a	insurance
09069190-n	insurance geography
00105566-a	physiology insurance medicine optics
09950150-n	administration insurance
01066689-n	insurance
01088168-n	insurance
06663463-n	insurance politics
02094755-a	insurance
01120448-n	finance economy tax commerce insurance
13296593-n	economy insurance commerce
13248393-n	economy insurance
13274092-n	social economy insurance
02725829-a	banking insurance politics
08424662-n	banking insurance
13294135-n	economy insurance
09660645-n	insurance geography
00108595-a	physiology insurance optics medicine
02023430-a	finance economy insurance
14539960-n	insurance religion
04717552-n	insurance
01061526-n	finance tax insurance
10001647-n	person insurance
13818736-n	economy insurance
13344462-n	insurance
02209261-v	insurance town_planning
14552355-n	insurance medicine
02636516-v	insurance
02095193-a	finance insurance
00823750-n	military fencing boxing insurance dentistry
07943480-n	insurance
01378556-v	gas insurance
08549911-n	administration insurance
01200502-n	law insurance
01083350-n	insurance
04718134-n	insurance
02057829-a	insurance
05117660-n	insurance
13248928-n	economy insurance
10680910-n	insurance
02250340-v	economy insurance
14490110-n	finance economy insurance
01093855-n	banking insurance
13384341-n	economy insurance
02250625-v	economy insurance
02273643-a	insurance
13362540-n	economy insurance
01020731-v	tax banking insurance
02249741-v	economy insurance
01208924-n	sociology insurance
02770629-a	insurance physiology
13273154-n	economy insurance
13307901-n	economy insurance commerce
09185612-n	psychoanalysis
02946221-a	psychology pedagogy psychoanalysis
07482521-n	psychological_features psychoanalysis
13467009-n	medicine psychoanalysis
09185865-n	psychoanalysis
13546416-n	medicine psychoanalysis
13452947-n	medicine psychoanalysis
05871792-n	psychoanalysis
05872098-n	psychoanalysis
05754519-n	pedagogy psychoanalysis
13450636-n	medicine psychoanalysis
06247181-n	medicine psychoanalysis
06247484-n	social medicine psychoanalysis
00253395-n	psychoanalysis
05613625-n	psychoanalysis
01815471-v	psychoanalysis
13501059-n	medicine psychoanalysis
05613794-n	psychoanalysis
00109966-a	psychological_features psychoanalysis
00110252-a	psychoanalysis
04619083-n	psychoanalysis
02684198-a	psychoanalysis
15145782-n	time_period biology psychoanalysis
13495636-n	medicine psychoanalysis
13548931-n	medicine psychoanalysis
13546169-n	medicine psychoanalysis
04619946-n	psychoanalysis
05613170-n	psychoanalysis
13550089-n	medicine psychoanalysis
13529616-n	medicine psychoanalysis
00643197-v	medicine psychoanalysis
05924165-n	psychoanalysis
13542947-n	medicine psychoanalysis
13461951-n	medicine psychoanalysis
13541798-n	psychoanalysis
07483120-n	psychological_features psychoanalysis
00737352-v	psychoanalysis
02619527-a	psychoanalysis
15146260-n	time_period biology psychoanalysis
06599655-n	psychoanalysis occultism
07483005-n	psychological_features psychoanalysis
05938014-n	psychoanalysis
00325603-r	pedagogy psychoanalysis
06246700-n	psychoanalysis occultism
04619420-n	psychoanalysis
07550204-n	psychological_features psychoanalysis
14374764-n	psychoanalysis
05753379-n	pedagogy psychoanalysis
03139749-a	pedagogy psychoanalysis
13543564-n	biology psychoanalysis
14001348-n	psychoanalysis
05613274-n	psychology psychoanalysis
02146790-v	free_time psychoanalysis
00554894-v	psychology psychoanalysis
14376188-n	psychology psychological_features psychoanalysis pharmacy golf
05701738-n	psychology psychoanalysis
01493016-a	psychoanalysis
05925862-n	psychoanalysis
05162642-n	psychoanalysis
05753954-n	pedagogy psychoanalysis
09184136-n	psychoanalysis religion
01128984-n	pedagogy anthropology psychoanalysis politics
13493998-n	psychoanalysis
01722529-a	psychoanalysis
03031733-a	medicine psychoanalysis
00159880-v	pedagogy anthropology psychoanalysis
05757049-n	pedagogy psychoanalysis
01780740-a	psychology psychoanalysis
02442205-v	psychoanalysis
01070892-n	psychoanalysis
05926676-n	pedagogy psychoanalysis
00475647-v	chemistry psychoanalysis
00610167-v	psychology psychoanalysis
05622723-n	psychology psychoanalysis
01317462-a	psychoanalysis
13951444-n	sociology psychoanalysis
09184834-n	psychoanalysis
02282985-a	psychoanalysis
00252430-n	psychoanalysis
01815185-v	psychoanalysis
13980596-n	psychoanalysis
01165830-a	psychoanalysis
04834605-n	psychological_features psychoanalysis
00242810-r	psychology psychoanalysis
00337841-a	psychological_features psychoanalysis
07080868-n	art linguistics psychoanalysis
00154270-a	psychoanalysis
11417129-n	psychological_features psychoanalysis
07545161-n	psychological_features psychoanalysis
01491775-a	psychoanalysis
01927279-a	psychology psychological_features psychoanalysis
01977155-a	psychological_features psychoanalysis
01071746-n	psychological_features free_time psychoanalysis
00729781-v	psychology pedagogy psychoanalysis
00625055-a	statistics psychoanalysis
02430922-v	pedagogy psychoanalysis
11024908-n	psychology pedagogy psychoanalysis
02089377-a	psychoanalysis
13361465-n	economy pedagogy psychoanalysis
10905568-n	pedagogy psychoanalysis
11341137-n	psychology pedagogy psychoanalysis
10964261-n	psychology psychoanalysis
01648189-a	psychoanalysis
11107110-n	medicine psychoanalysis
00104051-a	psychological_features psychoanalysis
00221583-r	quality social psychoanalysis
01751353-a	psychoanalysis
02676496-v	mechanics pedagogy optics psychoanalysis
07549716-n	psychological_features psychoanalysis
09184405-n	psychology psychoanalysis religion
04714679-n	psychoanalysis
04667406-n	psychological_features psychoanalysis
14543231-n	psychoanalysis
02110447-a	ethnology psychoanalysis
05211793-n	psychological_features psychoanalysis
01477538-v	psychoanalysis
04895979-n	psychological_features psychoanalysis
14578471-n	psychoanalysis
09180967-n	psychological_features psychoanalysis
05923983-n	psychoanalysis
05755007-n	pedagogy psychoanalysis
01187385-v	gastronomy animals psychoanalysis
02267164-a	psychoanalysis
05754197-n	psychology pedagogy psychoanalysis
00074092-n	psychoanalysis
05752921-n	environment pedagogy psychoanalysis
05754730-n	pedagogy psychoanalysis
00705319-n	medicine psychoanalysis
04658268-n	psychological_features psychoanalysis
05754899-n	pedagogy psychoanalysis
09790188-n	medicine psychoanalysis
05753207-n	pedagogy psychoanalysis
00191603-a	psychology psychoanalysis
07483305-n	psychological_features psychoanalysis
07297927-n	psychology psychoanalysis
04833687-n	quality psychological_features psychoanalysis
05756203-n	pedagogy psychoanalysis
05923696-n	pedagogy psychoanalysis
02620436-a	anatomy psychoanalysis
04908835-n	psychological_features psychoanalysis
04768483-n	psychoanalysis
11257159-n	medicine psychoanalysis
01568630-v	psychoanalysis
02667228-v	psychoanalysis
05675715-n	psychology psychoanalysis
02088404-a	psychoanalysis
03115762-n	furniture psychoanalysis
01767949-v	psychology psychological_features physiology psychoanalysis
09180791-n	psychology psychological_features psychoanalysis
09180616-n	psychology psychological_features psychoanalysis
00508192-a	pedagogy psychoanalysis
00038262-n	psychology psychological_features psychoanalysis
00275106-a	quality psychoanalysis
13557451-n	ethnology psychoanalysis
04675314-n	psychoanalysis
02424128-v	psychoanalysis
02531199-v	psychoanalysis
00337404-a	psychology psychological_features psychoanalysis
00242663-r	psychoanalysis
05677952-n	psychology psychoanalysis
02521998-a	psychoanalysis
13528852-n	psychoanalysis
13571580-n	psychoanalysis
07327805-n	psychoanalysis
10315730-n	person psychoanalysis
00249043-r	psychoanalysis
10297234-n	psychoanalysis
13980845-n	mythology psychoanalysis
00252662-n	psychoanalysis
01124574-a	quality psychoanalysis
01492394-a	psychoanalysis
00725772-a	psychoanalysis
00609683-v	psychology psychoanalysis
05613478-n	psychology psychoanalysis
09184975-n	psychoanalysis
07508486-n	psychological_features psychoanalysis
05836921-n	psychoanalysis
14026592-n	psychology psychoanalysis
14440137-n	sociology psychoanalysis
00322938-a	psychoanalysis
04623612-n	psychology psychological_features psychoanalysis
01927455-a	psychology psychoanalysis
00159642-v	environment anthropology psychoanalysis
03106898-n	electricity
09271774-n	electricity
03269203-n	electronics electricity
03995265-n	electricity
11483472-n	electricity
04017993-n	electronics electricity
11514672-n	electricity
11409689-n	electricity
02827790-a	electricity
00763767-a	electronics electricity
04077430-n	electricity
11504313-n	electronics electricity
02827160-a	electronics electricity
03307037-n	electricity
04375405-n	electronics electricity
03582959-n	electricity
02814878-a	electricity
11433698-n	electricity
03604843-n	electricity
03044671-n	electricity
03332784-n	electronics electricity
11514462-n	electronics electricity
11435358-n	electricity
03781787-n	electricity
03775388-n	electricity
02925250-n	electricity
11409892-n	electricity
00121770-r	electricity
11449784-n	electricity
02827950-a	electricity
13472125-n	electronics electricity biochemistry
11435541-n	electricity
00763633-a	electricity
04420206-n	electronics electricity
07308450-n	electronics electricity
11467202-n	electricity
02953973-a	electricity
09345693-n	electricity
11450453-n	electricity
11424704-n	electricity
11440802-n	electricity
03996004-n	electricity
02703911-a	electricity
05886455-n	electronics electricity
04064213-n	electricity
11454470-n	electricity
11514559-n	electricity
03278914-n	electricity
02915904-n	electricity
00358392-a	electricity
04075291-n	electronics electricity
11504225-n	electricity
02826701-a	electricity
02827413-a	electricity
03436182-n	electricity
03034405-n	electricity
11519121-n	electricity
03274137-n	electricity furniture
03974671-n	electricity
02678001-a	electricity
00141262-r	electricity
03600169-n	electricity
11494076-n	electricity
06115179-n	electronics electricity
07263358-n	electricity
11494287-n	electronics electricity
07308308-n	electricity
02707889-a	chemistry electricity
14590441-n	chemistry electricity
03270579-n	electricity
02793296-n	electricity
03110183-a	electricity
03524745-n	electricity furniture
02827662-a	electricity
04050313-n	electricity furniture
04263760-n	electricity
03275566-n	electricity
00608265-n	electricity
02764398-n	electricity furniture
01047191-n	electricity
02640908-a	chemistry electricity
02718393-a	electricity town_planning
14781513-n	chemistry electricity
11470348-n	electricity town_planning
02641012-a	chemistry electricity
00558019-a	electricity
03024518-n	electronics electricity
04516874-n	hydraulics electricity
02902068-a	electronics electricity
04080237-n	electronics electricity
03674270-n	electronics electricity
01338730-a	psychological_features electricity
00278514-v	electricity
02163301-v	banking electricity
03636649-n	electricity furniture optics
00381850-v	electronics electricity
01999798-v	electronics hydraulics electricity mechanics engineering
03048883-n	electronics electricity
01253060-n	electricity engineering
04593866-n	electronics mechanics electricity
05465567-n	psychology gas physiology biochemistry electricity pharmacy anatomy
07416308-n	electricity
13826084-n	electronics electricity
00139367-v	mechanics electricity
00523867-a	electronics electricity
02729965-n	electricity engineering dentistry
04057846-n	electronics electricity
00348018-a	quality tax economy electricity
00386715-v	electricity optics
03280394-n	electronics electricity
00557813-a	electricity
03669886-n	electronics electricity
01265921-n	electronics mechanics electricity
04259202-n	electronics electricity
04268275-n	electronics electricity
09529573-n	electricity religion
11454042-n	electricity biology
14291823-n	electricity medicine
14820747-n	chemistry electronics electricity
01186733-a	electricity
00860011-n	electricity physiology medicine
00882312-a	electronics electricity
00356110-a	electricity
00161731-v	electricity
02974565-n	electronics electricity
01181166-v	electricity
04483779-n	electronics electricity
04002629-n	electronics electricity
11116875-n	chemistry electricity
05111704-n	electronics electricity
14577469-n	electricity
01762528-v	psychology psychological_features electricity physiology
03066232-n	electronics electricity
09257563-n	electricity
03673767-n	electricity
00713250-n	electricity
04164002-n	electronics electricity
01445917-a	hydraulics electricity
02700064-n	electronics mechanics electricity
03213014-n	electronics mechanics electricity
13462191-n	electricity biochemistry
13566928-n	chemistry electricity
05212808-n	electronics electricity
02766687-v	electronics electricity
03108193-a	electronics electricity
07307754-n	electricity
14012501-n	electricity
14821852-n	electricity
00157219-v	electricity
13485968-n	electricity physiology
02938514-n	pharmacy chemistry electricity
01411065-a	electricity
09267128-n	chemistry electricity
13488844-n	electronics electricity
02336255-v	electricity
03353616-n	hydraulics electricity
01830798-v	psychology psychological_features aviation electricity
00050186-r	electricity
03605722-n	transport anatomy electricity
01618884-v	electronics electricity
13472862-n	electricity
01046984-n	astronautics electricity
03573282-n	telecommunication electricity
03823673-n	electronics electricity
00330984-n	electricity
10949192-n	person electronics electricity engineering
02709906-v	electricity optics
03569014-n	electronics electricity
00362348-v	electricity
00175919-r	economy electricity
07412993-n	electricity
02781764-n	electricity medicine
02795013-a	electricity
03106005-a	electricity
09109012-n	electricity geography
00661847-n	electricity medicine surgery
02261013-a	electronics electricity
00558232-a	electricity
00131608-n	baseball play
00132601-n	baseball play
00132982-n	baseball play
00132756-n	baseball play
00129527-n	baseball play
00108181-n	baseball
00565051-n	baseball
00150228-n	baseball play
00130347-n	baseball play rowing
00108818-n	baseball golf
00130846-n	baseball
00109892-n	baseball play
00130673-n	baseball play
00131877-n	baseball
00132105-n	baseball
00131991-n	baseball
00128976-n	baseball
00955802-a	baseball
00514968-r	baseball play
13817872-n	baseball play
00107684-n	baseball
02800213-n	baseball
09930257-n	baseball play
03144729-a	baseball play
00564477-n	baseball
00564373-n	baseball
10935567-n	baseball play boxing
01643297-v	baseball play basketball
00107400-n	baseball
01409374-v	baseball table_tennis
01409523-v	baseball table_tennis
10564541-n	baseball play
00564583-n	baseball play
00107875-n	baseball golf
11220664-n	baseball play
02061307-a	baseball
13818354-n	baseball
00107551-n	baseball
00132497-n	baseball
00107279-n	baseball
11403456-n	baseball play
00108427-n	baseball
03942397-n	industry baseball wrestling
09843443-n	baseball
11265731-n	baseball play
00108545-n	baseball play
00108965-n	baseball
00128867-n	baseball
08592165-n	baseball
10993350-n	baseball play
00956049-a	baseball
10742997-n	baseball play
01111458-v	baseball
11402341-n	baseball play
11197944-n	baseball play
11167269-n	baseball play
11155196-n	baseball play
10848946-n	baseball play
00109081-n	baseball
01076130-v	baseball play
02843365-n	baseball golf
02793414-n	baseball
00108081-n	baseball
10608658-n	baseball play
01104509-v	baseball
02451261-v	baseball
00140264-n	baseball
13818143-n	baseball
01927211-v	baseball
01082023-v	baseball
01154175-v	baseball
00812526-n	wrestling industry baseball golf boxing
02771547-n	baseball play
02022659-v	baseball rowing
01633591-a	baseball
07146784-n	baseball hockey basketball
01401772-v	baseball
00197136-n	baseball
00102881-r	baseball
00023383-a	quality baseball
03725035-n	baseball fencing
01406195-v	baseball
01131473-v	gas baseball
00600395-a	baseball
02641463-v	baseball
00129435-n	baseball
01642924-v	baseball
02452379-a	baseball
01864634-v	baseball
00230996-r	baseball
06495000-n	baseball
05051734-n	baseball
02412175-v	baseball
01660640-v	baseball
01242832-v	baseball
14991476-n	chemistry baseball
01123887-v	baseball table_tennis golf archery
01848465-v	baseball aviation
00352137-v	baseball
04233405-n	baseball architecture
07275823-n	baseball
00129317-n	baseball table_tennis hockey
01512921-v	baseball basketball
05416198-n	psychology physiology person baseball anatomy
01480469-v	baseball gastronomy
02729023-v	baseball
08509442-n	baseball play football
01586278-v	baseball
01349927-a	baseball
07319774-n	baseball rowing football
01750746-a	baseball
02528380-v	rowing baseball aviation golf
01509527-a	quality psychological_features
02321009-a	quality
01275562-a	quality statistics
00744916-a	quality
01123148-a	quality
01825671-a	quality heraldry
01227137-a	quality sociology
01372049-a	quality psychological_features
00620731-a	quality sociology
02176178-a	quality environment
01111016-a	quality
01131043-a	quality mythology
00806512-a	quality psychological_features
01112573-a	quality
01624633-a	quality
00344125-a	quality
00956131-a	quality
02588099-a	quality
01279978-a	quality
02324397-a	quality
00645493-a	quality
02179279-a	quality
05169813-n	quality
04831727-n	quality psychological_features
00911327-a	quality
01587787-a	quality
04840011-n	quality
02164402-a	quality
01111418-a	quality
02064745-a	quality
01373728-a	quality free_time
01625893-a	quality psychological_features
01294300-a	quality
02336449-a	quality banking physiology
01148283-a	quality psychological_features
01103021-a	quality
00949548-a	quality
00583581-a	quality
00749230-a	quality
00965606-a	quality
01344963-a	quality
02412164-a	quality fencing
01226240-a	quality sociology
00487653-a	quality
01343918-a	quality
00074346-a	quality
00605516-a	quality
01815838-a	quality
01262611-a	quality cycling
01688271-a	quality art
00622581-a	quality
02410393-a	quality
02180797-a	quality psychology
00604617-a	quality
02035337-a	quality
00176150-a	quality
01589217-a	quality
00134701-a	quality
00999817-a	quality
00961392-a	quality
00625774-a	quality
01412415-a	quality
01295443-a	quality
01587077-a	quality
00013160-a	quality
01678417-a	quality
00169164-a	quality
01588172-a	quality
00019874-a	quality
00135718-a	quality psychological_features
00294782-r	quality
01000881-a	quality
01126291-a	quality
00176838-a	quality archery
00223802-a	quality humanities
04839154-n	quality
01586342-a	quality
00485711-a	quality statistics
01802165-a	quality art
00962634-a	quality
04840981-n	quality
05042283-n	quality
00178793-r	quality
02415390-a	quality
00295825-r	quality
05042871-n	quality
01589650-a	quality psychological_features
00958880-a	quality
01113114-a	quality
04832716-n	quality
00959731-a	quality
00606602-a	quality
00960094-a	quality
01261867-a	quality
01113807-a	quality
00428404-a	quality
00023574-r	quality
01535082-a	quality sociology psychological_features politics
01111965-a	quality
01880531-a	quality psychological_features
00800248-a	quality
02318464-a	quality
01734884-a	quality
00644839-a	quality
00692762-a	quality
00226618-a	quality
01878466-a	quality psychological_features
01280349-a	quality
00605128-a	quality
02319129-a	quality
02035765-a	quality mythology
00196692-r	quality
02310895-a	quality rowing
01263445-a	quality
00039058-r	quality
02325097-a	quality
02161982-a	quality
00550777-a	quality
02325642-a	quality commerce
02343110-a	quality
02561888-a	quality fencing
00335421-a	quality
01104026-a	quality
01228159-a	quality
05032565-n	quality
01734436-a	quality
13942875-n	quality social psychological_features psychology physiology economy
00762355-a	quality
00378365-r	quality
01195536-a	quality psychological_features diplomacy
04841810-n	quality
00346991-a	quality tax
00139508-r	quality
00430191-a	quality
00138314-a	quality
00902652-a	quality
00197395-r	quality
00264776-a	quality psychological_features
00224166-a	quality
00770756-a	quality
01149494-a	quality psychological_features
00203922-r	quality
01824244-a	quality pharmacy
04847733-n	quality
00023854-a	quality
01676993-a	quality
00632438-a	quality
00608421-a	quality
01686906-a	quality
01532261-a	quality
00941485-a	quality
05115040-n	quality
00956733-a	quality
00202341-r	quality
00225564-a	quality psychological_features
01817500-a	quality psychological_features
00214942-r	quality
00629997-a	quality
01803335-a	quality psychology
01944088-a	quality
01374004-a	quality
04841358-n	quality psychological_features
00904548-a	quality psychological_features
00966477-a	quality
05032918-n	quality
00606347-a	quality
01649720-a	quality
01688757-a	quality art
01132515-a	quality
04782116-n	quality
00144722-r	quality psychological_features
02646378-v	quality basketball pedagogy
01130261-a	quality
00770316-a	quality
01824751-a	quality
01129185-a	quality psychology
02180277-a	quality
01126841-a	quality
01227546-a	quality sociology
01510444-a	quality
00227003-a	quality
04893525-n	quality psychological_features
01588619-a	quality
00216100-r	quality
04850117-n	quality
00903894-a	quality
02180486-a	quality
00583239-a	quality
01413084-a	quality
00226105-a	quality
00055101-r	quality
01945139-a	quality free_time
00138622-a	quality
02034828-a	quality
01383582-a	quality
01278423-a	quality
00693237-a	quality
01133374-a	quality
00244641-r	quality
04853948-n	quality
01826575-a	quality
01628302-a	quality psychological_features psychology
02181432-a	quality
00014490-a	quality finance
01346538-a	quality
00488773-r	quality
01226660-a	quality
01345997-a	quality
00303789-r	quality
00201195-r	quality psychology
00221934-a	quality mythology
02325304-a	quality
00219325-r	quality
01112969-a	quality
01131454-a	quality
02585545-a	quality
01804728-a	quality
01678112-a	quality
00693356-a	quality physiology
01627459-a	quality
00139759-r	quality
00217434-r	quality
00471945-r	quality
00144586-r	quality
00633235-a	quality
01384730-a	quality
00050297-r	quality free_time
00217640-r	quality
00307474-a	quality surgery
01123879-a	quality
01836350-a	quality pedagogy
01346343-a	quality
00364477-r	quality
01802932-a	quality
00464138-r	quality
02347564-a	quality boxing
02497471-a	quality
00621207-a	quality
02182562-a	quality
00016756-a	quality
00017445-r	quality psychological_features architecture
04892794-n	quality psychological_features
01804175-a	quality psychological_features
02179968-a	quality
01001180-a	quality
00430756-a	quality psychology
04883614-n	quality psychological_features
00948670-a	quality
02586747-a	quality
00074867-a	quality
00942163-a	quality
00621100-a	quality
00737973-a	quality
00326324-r	quality
00748058-a	quality
01628531-a	quality
00440121-r	quality
00138169-a	quality
01127782-a	quality
01124768-a	quality banking
00306909-r	quality
00466835-r	quality
01282014-a	quality psychological_features
00107722-r	quality oceanography
00705891-a	quality
01816956-a	quality ethnology
00314597-r	quality
00912814-a	quality
02182088-a	quality tax sociology
00738368-a	quality
01589045-a	quality
00178342-r	quality
02036077-a	quality
00240954-r	quality
02337188-a	quality industry
01389170-a	quality art architecture sculpture
00490876-r	quality
00621524-a	quality
00220082-a	quality
04871374-n	quality
01644847-a	quality
01827946-a	quality
00167077-a	quality religion
04715947-n	quality
05040939-n	quality
02164913-a	quality
00350163-r	quality
00355747-r	quality
00176387-a	quality
02325484-a	quality
00353796-r	quality
00041758-r	quality
04847298-n	quality
00294702-r	quality
01128406-a	quality
01762582-a	quality
02346013-a	quality commerce food
05043459-n	quality
00218440-a	quality
00464255-r	quality
00296131-r	quality
00427243-r	quality
00646117-a	quality
00763407-a	quality
01344171-a	quality
00339318-r	quality
05060783-n	quality
00328235-r	quality
00468795-a	quality
00891170-a	quality
02065404-a	quality
04832518-n	quality
00901345-a	quality
00114609-r	quality
00839411-a	quality
01280908-a	quality sociology
00339451-r	quality
01085937-n	quality psychological_features
00316103-r	quality
00315333-r	quality
01125154-a	quality
00903668-a	quality
00397720-r	quality
01803583-a	quality
00271022-a	quality
02800689-a	quality
00623105-a	quality
00746451-a	quality
00166753-a	quality
04909563-n	quality psychological_features
00169056-a	quality
00450753-r	quality
00223395-r	quality
01640482-a	quality commerce
00307333-r	quality
00315457-r	quality
00959244-a	quality
01372568-a	quality
02312450-a	quality
00942380-a	quality
05170574-n	quality
00020410-a	quality
02712922-a	quality animal_husbandry
01677200-a	quality
01879261-a	quality sociology
01131935-a	quality
02325984-a	quality
00004567-r	quality
04832951-n	quality
00052231-r	quality plants
01507134-a	quality
01626874-a	quality
01129644-a	quality
00506299-a	quality psychological_features
00326146-r	quality
01689223-a	quality
00800464-a	quality fencing
01185264-a	quality
00050556-r	quality
00902347-a	quality dentistry
00378665-r	quality
01264179-a	quality
00004394-r	quality
00442384-r	quality
00807817-a	quality free_time
01114116-a	quality
00429355-a	quality
00394722-r	quality
00218950-a	quality mythology plants
04898437-n	quality psychological_features
01763159-a	quality
00275290-a	quality optics
13854488-n	quality statistics
00962939-a	quality
00307134-r	quality
05033681-n	quality
04671075-n	quality psychological_features
01642245-a	quality
00421629-r	quality
05032193-n	quality psychological_features
00367418-r	quality
01993140-a	quality sociology
00550282-a	quality
03116809-a	quality linguistics
00244787-r	quality
00359438-r	quality
00205561-r	quality sociology
00269032-r	quality
00092985-r	quality archery
00491292-r	quality
01802774-a	quality
00448593-r	quality
01366718-a	quality psychological_features free_time
01113636-a	quality
00224515-a	quality
00488998-a	quality
01590044-a	quality
00750054-a	quality
00352907-r	quality
00236840-r	quality
00359302-r	quality
02326342-a	quality
01803247-a	quality
00626136-a	quality
00491024-r	quality
01128508-a	quality
00448418-r	quality
00913131-a	quality
01431112-a	quality
14475661-n	quality
00488857-a	quality
00800755-a	quality
01049462-a	quality archery
00167278-a	quality
02067491-a	quality
00307182-a	quality
00690683-a	quality
00627410-a	quality
00325912-r	quality
00195542-r	quality
00394593-r	quality
00440745-r	quality
04869569-n	quality psychological_features finance
05060189-n	quality
00335345-r	quality economy
01801446-a	quality
00013236-r	quality
00220502-a	quality
00204125-r	quality
00630329-a	quality
00622014-a	quality
05041595-n	quality
01372773-a	quality
01000093-a	quality
01878870-a	quality psychological_features
00313633-r	quality sociology
01642657-a	quality
01586866-a	quality
00214761-r	quality
01673061-a	quality statistics
00748795-a	quality
01880918-a	quality psychological_features
00197561-r	quality
00138782-a	quality
00305683-r	quality
00489425-r	quality
00890874-a	quality
01677433-a	quality
00075019-a	quality
01390344-a	quality
00177834-a	quality
00485264-r	quality
00481054-r	quality
04893787-n	quality psychological_features
00370154-r	quality
00503669-r	quality
