00689950-v	literature pedagogy administration factotum electrotechnology psychiatry person physics metrology heraldry politics sociology philosophy racing publishing psychological_features mythology school psychoanalysis humanities finance university biology linguistics theology philology psychology ethnology mathematics religion pure_science economy electricity folklore quality electronics anthropology swimming military history grammar radiology statistics occultism roman_catholic hunting
00796392-v	paleontology finance diplomacy folklore
06466479-n	philately religion folklore
06461609-n	literature religion theology folklore
10307234-n	philosophy diplomacy free_time geography anthropology religion administration town_planning sociology agriculture history economy person politics linguistics folklore tourism roman_catholic ethnology
09601769-n	religion folklore
07883251-n	food folklore
07959943-n	buildings plastic_arts administration factotum astronomy architecture agriculture pharmacy gastronomy meteorology fishing heraldry environment anatomy skiing nautical geology home plants biology animals entomology astrology geometry veterinary linguistics tourism drawing ethnology philology gas geography furniture biochemistry town_planning animal_husbandry industry art food body_care chemistry fashion folklore bowling medicine atomic_physic optics archaeology quality anthropology swimming philately hydraulics military jewellery mountaineering sculpture earth color hunting artisanship
02122379-a	psychological_features folklore
02183611-a	mathematics book_keeping computer_science number grammar
13745420-n	mathematics statistics number
13597585-n	mathematics statistics number
13732295-n	mathematics music numismatics number metrology
02200035-a	telegraphy diplomacy mathematics time_period archery religion administration astronomy history number person politics oceanography statistics earth chess
13741022-n	telegraphy electronics mathematics computer_science electrotechnology number telephony metrology post
00301589-a	diplomacy mathematics university numismatics number heraldry
13597280-n	diplomacy mathematics time_period history number politics oceanography statistics earth
05859630-n	mathematics electricity number genetics physics statistics
00931467-v	literature astronautics book_keeping person philosophy geology music university number linguistics theology philology ethnology mathematics time_period religion pure_science computer_science free_time anthropology grammar acoustics exchange roman_catholic
06482401-n	literature publishing social book_keeping pure_science computer_science exchange number telecommunication grammar tax linguistics post law banking philology
01914930-a	mathematics book_keeping pure_science number statistics
00127948-a	literature book_keeping astronomy person mechanics politics nautical racing publishing humanities play number genetics baseball linguistics boxing theatre theology telegraphy mathematics time_period archery religion computer_science art chess sport military history oceanography earth roman_catholic artisanship
13748128-n	number
13750844-n	number
13749894-n	number
13749644-n	number
13728499-n	mathematics computer_science number genetics geometry statistics metrology
13747989-n	number
13747725-n	number
13747469-n	number
05856066-n	mathematics number
05856867-n	mathematics number
13753274-n	mathematics number
13746785-n	number
13743605-n	card number
13744916-n	number
05856388-n	computer_science geometry mathematics number
13846356-n	number
13742358-n	mathematics number
13751829-n	number
13846708-n	number
13582013-n	publishing book_keeping mathematics card metrology sport astronomy computer_science hockey play number veterinary golf physics cricket statistics betting topography
13743269-n	number
02188205-a	number
02187995-a	number
02187793-a	number
13739934-n	mathematics number
06807657-n	mathematics number
13751265-n	number
13750712-n	number
13750574-n	number
13750297-n	number
13750164-n	number
13749778-n	number
13749527-n	number
13749407-n	number
02186970-a	number
13746512-n	mathematics number
02193141-a	number
02191232-a	number
13752911-n	number
13753067-n	number
13748622-n	number
13739051-n	mathematics money finance numismatics number metrology
13751404-n	number
13751158-n	number
13750033-n	number
13749278-n	number
13749146-n	number
13749017-n	number
13748890-n	number
13748763-n	number
13748493-n	number
13748367-n	number
13748246-n	number
13747865-n	number
13747606-n	number
13747348-n	number
13747199-n	number
13746672-n	number
02187465-a	number
02199342-a	number
13740051-n	mathematics number
02204237-a	philosophy humanities town_planning religion architecture history number dance heraldry bowling fashion sociology
02203976-a	time_period archery architecture history number surgery heraldry
13742980-n	number
13752172-n	number
02202146-a	geology geography pedagogy religion administration astronomy history number politics theology
02199523-a	number
13742573-n	number
13740168-n	number
02199813-a	number
13849394-n	number
02208145-a	time_period number
13846199-n	number
05856979-n	mathematics number
13737480-n	mathematics money music play boxing architecture numismatics number heraldry geometry metrology
13739721-n	metrology mathematics number
13846546-n	number
13738840-n	mathematics number
06807198-n	mathematics number
13739826-n	metrology mathematics number
13739170-n	mathematics number
13739507-n	metrology mathematics number
02196107-a	number
13745270-n	number
13745086-n	number
13744722-n	number
13744521-n	number
13744304-n	number
13744044-n	number
02699497-v	telegraphy publishing plastic_arts mathematics time_period religion computer_science music electricity number dance grammar astrology linguistics radio metrology graphic_arts anatomy photography
13750415-n	number
02205725-a	number
02204363-a	philosophy publishing literature humanities painting religion music military history architecture number dance fashion vehicles nautical
02205271-a	time_period number
02864699-a	time_period number
02204823-a	numismatics number
13576982-n	number
02202979-a	humanities school religion number earth
02824825-a	number
02205158-a	time_period number
02205045-a	number
02204131-a	philosophy literature mythology humanities religion music military history architecture number dance fashion heraldry theatre nautical
02205610-a	number
02205496-a	number
02204716-a	philosophy literature painting music art history number dance politics
13738459-n	mathematics number
02204472-a	literature free_time geography painting town_planning administration humanities music military history architecture number art fashion politics sociology nautical
13751686-n	number
05856217-n	mathematics number
02204932-a	number
13753740-n	number
13753585-n	number
13753430-n	number
13752443-n	number
02203868-a	town_planning archery architecture history number politics
13752679-n	number
13743100-n	number
13753894-n	number
13739396-n	mathematics number
13751533-n	number
02202712-a	humanities astronomy architecture history number earth theology
13738939-n	mathematics number
13738705-n	mathematics number
13738585-n	mathematics number
13849180-n	number
13848884-n	numismatics money number
13738327-n	mathematics number
13739612-n	mathematics number
02205384-a	number
02208723-a	number
02199177-a	number
02199005-a	number
02198891-a	number
02198752-a	number
02198631-a	number
02188317-a	number
02186833-a	number
02203629-a	religion astrology architecture number
05856589-n	geometry mathematics number
13739278-n	mathematics number
01023071-v	number
13850304-n	social mathematics pure_science number meteorology statistics metrology applied_science sociology
13747114-n	number
00123000-r	telecommunication photography number
13750504-n	number
05857165-n	mathematics number
02187161-a	number
02199919-a	number
13751036-n	number
13741698-n	mathematics number
13738140-n	mathematics number
13737378-n	mathematics number
02186132-a	number
13741512-n	computer_science mathematics number
02186338-a	number
13741603-n	mathematics number
13737190-n	mathematics number
02199699-a	number
02195145-a	number
02194151-a	number
02192184-a	number
02190278-a	number
02189306-a	number
02189209-a	number
02189108-a	number
02189008-a	number
02188913-a	number
02188817-a	number
02188720-a	number
02188620-a	number
02188525-a	number
02188431-a	number
02188108-a	number
02187903-a	number
02187699-a	number
02187606-a	number
02187379-a	number
02187296-a	number
02187073-a	number
02186750-a	number
02186665-a	number
02186580-a	number
02186470-a	number
13746946-n	betting card number
13848149-n	number
13848983-n	number
02205838-a	number
13738235-n	mathematics number
13738043-n	mathematics number
13737952-n	mathematics number
13737830-n	mathematics number
13737700-n	mathematics number
02713232-a	number
13848466-n	number
13848349-n	number
02208385-a	earth time_period number
13741797-n	mathematics number
13847240-n	number
13741903-n	mathematics number
13580415-n	number
13848565-n	number
13847498-n	number
01915849-a	number
02203763-a	time_period town_planning religion administration architecture history number politics theology
13848784-n	number
02202307-a	geography time_period religion history number astrology baseball linguistics theology
02202443-a	humanities time_period religion astronomy history number politics astrology earth
13752033-n	number
13848684-n	number
02202854-a	humanities school religion history number heraldry politics earth law theology
13850019-n	number
02203123-a	school anthropology astronomy history number politics linguistics earth chess
13849913-n	number
13849810-n	number
13849710-n	number
13849611-n	number
13849512-n	number
13849296-n	number
13849082-n	number
13848249-n	number
13848052-n	number
13847954-n	number
13847858-n	number
13847715-n	number
13847616-n	number
13847402-n	number
00637259-v	astronautics book_keeping pedagogy astronomy electrotechnology earth physics metrology betting banking insurance philosophy publishing social money finance number geometry astrology baseball linguistics post law topography commerce enterprise mathematics time_period pure_science computer_science economy art tax electronics philately exchange statistics cricket applied_science
13742011-n	mathematics number
13847124-n	number
02212473-a	number
02203249-a	linguistics earth number
13742840-n	number
02202047-a	free_time time_period number astrology baseball post
13740591-n	number
13740765-n	number
01915586-a	number
02203500-a	earth number
02206998-a	number
06810790-n	mathematics number
00297507-v	mathematics number
02209423-a	number
13743460-n	betting card number
06807501-n	number
13743869-n	betting badminton card number
01915745-a	pure_science number
02209197-a	earth number
02609764-v	literature factotum heraldry basketball anatomy school music university number astrology topography enterprise time_period town_planning religion industry art fashion transport archaeology soccer hydraulics military history telecommunication
01914521-a	number
02854257-a	number
03012377-a	number
02687727-a	numismatics mathematics number
13850148-n	dentistry number
13580909-n	number
06809074-n	mathematics number
01915353-a	number
02212805-a	number
02212698-a	number
02212591-a	number
02208971-a	number
02213144-a	mathematics statistics number
13580723-n	number
01915991-a	number
00916524-a	mathematics number
01915482-a	number
02204580-a	number
02937876-a	philosophy mathematics computer_science astronomy number geometry physics statistics topography
02201882-a	topography number
13846900-n	number
01418486-a	telephony number
08272652-n	card number
05870055-n	number
11190183-n	literature mythology history number politics
01914250-a	money number
05671526-n	number
13737089-n	mathematics number
02211850-a	number
13736997-n	mathematics number
06865345-n	telegraphy literature electronics mathematics free_time physiology music electricity art electrotechnology number dance telecommunication acoustics tax mechanics linguistics radio metrology theatre
05671325-n	psychology chess time_period number
05855125-n	mathematics book_keeping pure_science number statistics topography
06808493-n	dance music mathematics number
06018465-n	book_keeping astronomy numismatics metrology betting insurance occultism philosophy social money finance social_science number genetics astrology geometry topography philology psychology mathematics pure_science computer_science economy tax philately oceanography statistics earth
10467395-n	paleontology diplomacy time_period administration finance university military history economy number person politics commerce heraldry post law roman_catholic enterprise
13644165-n	metrology electricity mathematics number
13734349-n	mathematics number
13583724-n	electronics mathematics money wrestling metrology pure_science computer_science electricity boxing number telephony acoustics table_tennis geometry radio physics topography atomic_physic
00003553-n	book_keeping mathematics philately pure_science factotum number grammar gastronomy statistics applied_science environment enterprise
00784533-a	mathematics statistics number
06808720-n	mathematics number
13642464-n	metrology electricity mathematics number
02212914-a	number
13732078-n	mathematics number
13638094-n	metrology mathematics number
15252146-n	time_period number
13598556-n	mathematics number
13598408-n	mathematics number
06871828-n	music mathematics number
06871675-n	music mathematics number
06483454-n	racing book_keeping mathematics athletics sport number grammar baseball rowing sculpture boxing betting chess
02887115-a	mathematics number
15209316-n	metrology mathematics number
02824740-a	number
15154774-n	mathematics time_period astronomy play number radio metrology
13597794-n	mathematics number
15235540-n	mathematics number
06810238-n	mathematics number
07996689-n	racing furniture card philately pure_science number grammar chess
09638722-n	mathematics anthropology number
15235687-n	mathematics number
15249799-n	free_time time_period number astrology sociology
06811419-n	mathematics number
15134913-n	music mathematics number
06497872-n	telegraphy publishing mathematics number linguistics drawing
01555416-a	astronautics diplomacy astronomy architecture numismatics meteorology physics metrology social money card wrestling number geometry boxing post law tourism commerce photography enterprise mathematics time_period economy electricity food chemistry atomic_physic anthropology jewellery grammar oceanography golf radio statistics exchange sculpture color
11493827-n	electronics mathematics electricity electrotechnology number metrology topography
06811109-n	mathematics number
03191029-n	volleyball card play number telecommunication badminton statistics betting chess
06498569-n	telegraphy publishing number linguistics drawing
00411171-r	statistics number
13824815-n	mathematics number
13598237-n	electronics social mathematics number physics radio statistics topography optics
01013279-a	literature book_keeping astronomy architecture psychiatry heraldry politics geology publishing mythology card music play number astrology baseball linguistics tourism dentistry time_period religion chess archaeology free_time history grammar sculpture railway
13643276-n	electronics mathematics electricity electrotechnology number physics metrology topography
06499244-n	telegraphy linguistics number
02213029-a	number
06809421-n	mathematics number
00007015-r	racing geology electronics mathematics time_period wrestling astronomy music boxing number astrology oceanography metrology insurance cycling optics
06870576-n	music mathematics number
02372605-v	number
13719922-n	mathematics wrestling boxing number metrology
06871534-n	music mathematics number
00650353-v	factotum psychiatry physics sociology engineering psychoanalysis tennis finance university play number geometry baseball linguistics commerce ethnology philology psychology archery pure_science computer_science art quality anthropology painting physiology sport oceanography sculpture color
05026744-n	chemistry mathematics number
13714376-n	metrology mathematics number
13851426-n	number
02335828-a	philosophy quality psychology finance economy number fashion metrology banking atomic_physic
02186265-a	number
02198520-a	number
02198409-a	number
02198302-a	number
02198187-a	number
02198069-a	number
02197944-a	number
02197828-a	number
02197708-a	number
02197595-a	number
02197476-a	number
02197364-a	number
02197244-a	number
02197130-a	number
02197007-a	number
02196891-a	number
02196769-a	number
02196657-a	number
02196543-a	number
02196439-a	number
02196333-a	number
02196211-a	number
02196012-a	number
02195911-a	number
02195811-a	number
02195716-a	number
02195620-a	number
02195523-a	number
02195423-a	number
02195328-a	number
02195234-a	number
02195049-a	number
02194946-a	number
02194844-a	number
02194747-a	number
02194649-a	number
02194550-a	number
02194448-a	number
02194351-a	number
02194255-a	number
02194051-a	number
02193947-a	number
02193844-a	number
02193746-a	number
02193647-a	number
02193547-a	number
02193444-a	number
02193346-a	number
02193249-a	number
02193046-a	number
02192947-a	number
02192849-a	number
02192756-a	number
02192662-a	number
02192567-a	number
02192469-a	number
02192376-a	number
02192284-a	number
02192090-a	number
02191992-a	number
02191895-a	number
02191803-a	number
02191710-a	number
02191616-a	number
02191519-a	number
02191427-a	number
02191336-a	number
02191139-a	number
02191040-a	number
02190942-a	number
02190849-a	number
02190755-a	number
02190660-a	number
02190562-a	number
02190469-a	number
02190377-a	number
02190182-a	number
02190080-a	number
02189979-a	number
02189883-a	number
02189786-a	number
02189688-a	number
02189587-a	number
02189491-a	number
02189396-a	number
00948071-v	play mathematics number
15235853-n	mathematics number
13270545-n	tax religion mathematics number
13634784-n	electronics mathematics electricity number metrology topography
05737982-n	mathematics money statistics number
00230076-a	number
02782715-a	mathematics number
02461314-v	politics mathematics number
00902807-v	card number
06810997-n	mathematics number
02205947-a	number
10760340-n	politics mathematics number
06811283-n	mathematics number
06356299-n	computer_science mathematics number
00203783-r	philosophy mathematics time_period number oceanography
13643109-n	metrology number
06810544-n	mathematics number
06810020-n	mathematics number
13597444-n	mathematics number
15236015-n	number
13723712-n	wrestling boxing jewellery number metrology applied_science
15132201-n	earth number
08268085-n	geometry mathematics number
06307152-n	time_period wrestling boxing number linguistics fashion metrology
15141213-n	archaeology book_keeping time_period number
06024431-n	mathematics statistics number
13657849-n	metrology radio number
15251336-n	time_period number
01007354-a	mathematics number
02462580-v	politics number
13657691-n	metrology number
00640828-v	computer_science mathematics book_keeping number
01465365-v	number
10908919-n	politics person history number
06810407-n	mathematics number
13635854-n	metrology electronics electricity number
00642098-v	electronics mathematics money number baseball statistics metrology
00489837-v	metrology pure_science mathematics number
07138915-n	astrology number
15250691-n	time_period number
13593219-n	mathematics card number tax statistics
05100525-n	mathematics astronomy number geometry physics metrology
02962545-n	rugby betting basketball occultism card tennis finance hockey play number baseball football badminton bowling chess volleyball soccer sport table_tennis golf cricket exchange
03588414-n	social book_keeping furniture philately finance economy exchange number numismatics tax statistics post law commerce banking
05307952-n	anatomy dentistry number
05859991-n	mathematics number genetics acoustics geometry
11028446-n	politics person history number
13642982-n	metrology number
00740336-a	tax number
02998844-a	time_period number
15251212-n	time_period number
05826092-n	computer_science number
13390626-n	numismatics money number
01465218-v	number
13604275-n	metrology engineering radio number
05148186-n	number
13635985-n	metrology electronics electricity number
02012725-v	mathematics book_keeping number
10902051-n	politics person history number
03044740-a	geography mathematics anthropology number
05748285-n	grammar humanities number
00035058-r	telegraphy literature diplomacy sport number telecommunication genetics entomology pharmacy medicine statistics theatre
00056729-r	genetics card number
15236176-n	number
13659162-n	racing geology metrology number geometry physics radio engineering
00117082-r	buildings diplomacy administration agriculture numismatics heraldry politics banking sociology insurance publishing mythology humanities school money number law commerce theology enterprise psychology religion industry economy art free_time philately military health sculpture roman_catholic cycling
00033615-n	metrology pure_science mathematics number
05857459-n	philosophy social mathematics finance pure_science computer_science number geometry statistics occultism topography
15197302-n	religion number
08269257-n	geometry mathematics number
01667519-a	social mathematics statistics number
01726960-n	biology animals number
05209822-n	pure_science number
08269396-n	geometry mathematics number
13843173-n	mathematics electricity number statistics metrology
05869857-n	pure_science number
13388245-n	numismatics telephony mechanics metrology betting banking money finance play number post commerce drawing archery industry economy electricity free_time philately jewellery exchange artisanship
05121418-n	social book_keeping mathematics card economy number cricket exchange betting
00301187-a	number
07359599-n	electronics number
13731021-n	mathematics number
15206296-n	time_period astronomy psychiatry number metrology
00871576-n	mathematics number
13658027-n	metrology radio number
13746419-n	mathematics number
11406460-n	diplomacy astronautics athletics military history number
06021499-n	mathematics statistics number
13611567-n	metrology number
15250991-n	time_period number
05859811-n	mathematics number
14712489-n	chemistry number
13687756-n	numismatics metrology money number
08752021-n	money geography town_planning administration number metrology
13722929-n	metrology number
05695554-n	mythology book_keeping school wrestling university aviation boxing economy numismatics grammar number heraldry metrology banking commerce
02212352-a	time_period number
05737752-n	mathematics money numismatics number statistics
02210892-a	earth time_period number
00658052-v	pure_science sport school number
13658278-n	metrology engineering radio number
11255460-n	politics person history number
13658496-n	metrology number
14431902-n	racing sociology heraldry number
06426111-n	telegraphy publishing electronics furniture electrotechnology number telephony
15131734-n	earth number
06809905-n	mathematics number
13736376-n	mathematics number
05727427-n	literature pure_science mathematics number
03196324-n	computer_science number
05881867-n	mathematics physics number
06962600-n	humanities time_period school religion number grammar linguistics roman_catholic philology
06423754-n	telephony publishing number
02340213-a	card number heraldry betting sociology
13642729-n	metrology number
13625237-n	metrology computer_science number
06017594-n	mathematics number
13714184-n	mathematics number chemistry food physics metrology
06004599-n	mathematics number
06355705-n	telegraphy town_planning philately number post
00563824-v	computer_science number
02212231-a	number
06025287-n	mathematics statistics number
01914767-a	number
11390855-n	politics person history number
06500262-n	number
13612319-n	numismatics metrology number
05990089-n	mathematics number
00943363-a	mathematics number
13638706-n	metrology mathematics number
13723189-n	metrology number
05029137-n	physics number
13947415-n	racing diplomacy school card university military history jewellery person number politics heraldry sociology roman_catholic
00006032-a	philosophy social mathematics humanities pure_science astronomy music electricity number genetics physics metrology statistics sociology engineering
02212108-a	number
02211989-a	number
02360448-a	philosophy number
13649268-n	metrology engineering radio number
13638244-n	metrology number
02206881-a	number
03197201-n	metrology electronics electrotechnology number
06833776-n	mathematics statistics number
02206642-a	diplomacy number
03963982-n	volleyball furniture card play art number geometry badminton betting chess
02207105-a	number
02206173-a	number
06762380-n	number
06356755-n	telegraphy computer_science number
13611395-n	metrology number
15193052-n	religion number
13731241-n	mathematics number
01203986-a	drawing town_planning number
02211296-a	earth number
15227261-n	time_period number
06833890-n	number
02207219-a	number
13633704-n	metrology number
02208852-a	earth number
13581067-n	politics number
02210478-a	earth number
13400150-n	numismatics finance number
02207334-a	number
00660102-v	racing diplomacy card religion military number politics rowing heraldry sociology roman_catholic
07311822-n	religion theology number
01913715-a	law number
11269697-n	politics person history number
02209678-a	earth number
02206526-a	number
13642856-n	metrology number
02210068-a	earth number
13389763-n	numismatics money number
13733402-n	mathematics number
02211716-a	oceanography number
02206409-a	number
13600097-n	metrology geometry astronomy number
02206762-a	diplomacy number
06028021-n	mathematics number statistics occultism topography
15250890-n	time_period number
04351233-n	volleyball card tennis sport hockey play number badminton cricket betting chess
15251092-n	time_period number
15227133-n	time_period number
05864884-n	mathematics number
02206291-a	number
01418350-a	exchange telephony number
06004067-n	humanities mathematics computer_science number statistics
02206056-a	number
06354626-n	telegraphy telephony number
06706125-n	number
05662532-n	book_keeping finance economy number tax banking
01193721-v	gastronomy number
06357304-n	telegraphy computer_science number
02208030-a	number
06813700-n	mathematics number
02211572-a	number
02211436-a	number
02211164-a	number
02211024-a	number
02210752-a	number
02210620-a	number
02210344-a	number
02210202-a	number
02209933-a	number
02209806-a	number
02209551-a	number
02209306-a	number
02209080-a	number
02208608-a	number
02208492-a	number
02208270-a	number
02207913-a	number
02207795-a	number
02207681-a	number
02207566-a	number
02207450-a	number
13717155-n	wrestling boxing jewellery number metrology
00597265-n	administration history number person politics
06758835-n	number
00296178-v	publishing ethnology pure_science aviation number acoustics mechanics radio insurance atomic_physic optics
13581218-n	politics number
00791527-n	numismatics number
05876148-n	electricity physics number
05090441-n	electronics social mathematics metrology pure_science astronomy electricity number acoustics geometry radio physics statistics photography optics
07997703-n	literature book_keeping pedagogy administration factotum agriculture numismatics psychiatry pharmacy heraldry sociology philosophy geology social humanities money plants finance music social_science biology number genetics linguistics commerce drawing ethnology philology mathematics geography religion pure_science computer_science chemistry tax archaeology anthropology philately grammar acoustics statistics
02333453-a	sport baseball number
13390139-n	numismatics money number
13733066-n	mathematics number
03196062-n	photography number
13635108-n	metrology electronics electricity number
15202806-n	time_period astronomy number astrology metrology
06278830-n	telecommunication computer_science number
05029327-n	physics number
00246547-r	metrology quality number
13466170-n	graphic_arts photography number
09915434-n	history number
11169418-n	politics person history number
11328714-n	politics person history number
07956887-n	volleyball soccer card tennis philately sport hockey play number baseball table_tennis badminton football cricket betting basketball chess
06731802-n	mathematics computer_science number statistics topography
02669789-v	finance baseball number
06552984-n	post law number
00631798-a	quality pure_science mathematics number
05864758-n	mathematics number
06022509-n	mathematics statistics number
13624190-n	metrology number
08801678-n	literature diplomacy administration architecture numismatics person gastronomy rowing meteorology metrology heraldry politics sociology environment nautical occultism philosophy geology mythology humanities money music social_science number astrology linguistics law tourism theatre commerce theology ethnology time_period geography archery religion town_planning economy art food transport chess archaeology anthropology painting military history telecommunication mountaineering sculpture earth roman_catholic
06813506-n	mathematics number
11483179-n	physics number
00137915-r	number
06152631-n	sociology social_science number
05012272-n	physics number
00882395-v	number
05737153-n	social mathematics school money pure_science university play number statistics philology
13586831-n	mathematics number
13608788-n	wrestling pure_science boxing numismatics number metrology
00792991-a	finance sociology music number
00490569-n	volleyball soccer card tennis sport hockey play number baseball table_tennis badminton football cricket betting basketball chess
01916142-a	number
01012712-n	book_keeping pedagogy administration factotum agriculture numismatics gastronomy fishing heraldry sociology anatomy environment philosophy geology social humanities money plants university social_science biology animals number genetics entomology veterinary linguistics post dentistry ethnology philology mathematics time_period geography biochemistry animal_husbandry pure_science food chemistry medicine archaeology paleontology quality anthropology swimming philately jewellery grammar mountaineering oceanography statistics earth color hunting
11453420-n	physics number
13636286-n	electronics mathematics book_keeping electricity electrotechnology number metrology
06836599-n	number
13646694-n	metrology electricity number
08598823-n	geography astronomy aviation number geometry astrology oceanography earth topography
10589140-n	administration finance law number
00530592-v	mathematics number
02645007-v	mathematics book_keeping card number betting
10751265-n	racing diplomacy time_period economy history number person politics roman_catholic
01059123-v	number
00882948-v	number
13639147-n	metrology electricity number
13720096-n	athletics wrestling pure_science sport military aviation boxing number fencing tax gastronomy commerce physics metrology chess atomic_physic
13729902-n	geometry mathematics number
01473083-a	publishing mythology religion number sociology roman_catholic theatre chess
00946755-v	number
06833663-n	number
06810691-n	mathematics number
05508534-n	anatomy number
05038593-n	metrology pure_science chemistry number
00488225-n	rugby betting basketball card tennis wrestling hockey play number baseball football badminton bowling chess volleyball soccer free_time sport table_tennis golf cricket exchange
09817386-n	university school pedagogy number
06381594-n	literature number
13602526-n	metrology electronics electricity number
13608598-n	metrology number
00915787-a	number
06706317-n	number
06023969-n	geometry mathematics statistics number
02929901-a	metrology mathematics number
02930083-a	metrology mathematics number
14428160-n	school number
00073177-n	mathematics number
01819692-a	mathematics number geometry oceanography statistics topography
10825180-n	politics person history number
00626800-a	quality atomic_physic number
00145623-v	number
02336109-a	quality number
08633957-n	buildings literature astronautics diplomacy administration astronomy architecture numismatics rowing meteorology fishing metrology heraldry politics banking sociology nautical engineering racing geology mythology social humanities school money plants finance university biology animals number astrology linguistics post law diving tourism commerce ethnology enterprise time_period geography archery religion town_planning industry aviation economy food tax transport archaeology paleontology free_time anthropology painting swimming hydraulics military railway history mountaineering oceanography sculpture earth exchange hunting
15133289-n	earth number
06359877-n	telegraphy publishing literature plastic_arts anthropology number linguistics sculpture graphic_arts drawing archaeology philology
02864824-a	book_keeping time_period number
08899776-n	anthropology geography town_planning administration number archaeology
15201384-n	astrology time_period number
01613309-a	number
05025935-n	chemistry number
06836493-n	number
15209413-n	telegraphy book_keeping time_period free_time religion astronomy number astrology meteorology metrology roman_catholic
15132865-n	earth number
13585309-n	mathematics number
15047849-n	metrology chemistry physics number
05026508-n	chemistry number
06839083-n	number
06833544-n	number
05864577-n	topography mathematics number
00181781-n	racing time_period administration sport sociology social_science history number politics heraldry exchange betting law roman_catholic
06832572-n	geometry mathematics statistics number
06861020-n	music number
06860826-n	music number
14429608-n	pure_science drawing number
15132408-n	earth number
00229630-a	environment number
07260623-n	book_keeping factotum applied_science physics metrology politics sociology insurance social school number baseball law theology philology mathematics pure_science industry transport quality electronics statistics exchange
13735476-n	mathematics number
01852174-a	telecommunication literature number
10875468-n	person politics history number
06032246-n	topography mathematics statistics number
13632744-n	electronics electricity electrotechnology number metrology
00194414-n	metrology mathematics number
02183421-a	number
02031158-v	electronics mathematics money number statistics ethnology enterprise
11433546-n	metrology electronics electricity number
02400760-v	diplomacy anthropology administration university history number person politics sociology roman_catholic enterprise
13728367-n	mathematics number
15133069-n	earth number
00323908-r	geology geography town_planning administration number oceanography linguistics earth tourism
05123206-n	number
08256968-n	diplomacy book_keeping pedagogy administration factotum numismatics person heraldry politics banking sociology environment social humanities money finance social_science number law theology enterprise ethnology religion economy tax vehicles free_time anthropology sport military history exchange roman_catholic
00544549-v	number
15132638-n	earth number
13732871-n	mathematics number
15116910-n	earth number
00948853-v	number
07403300-n	oceanography geography number
06836275-n	number
15131994-n	earth number
08874703-n	geography administration astronomy number earth
13736550-n	mathematics number
06028260-n	occultism mathematics statistics number
06833436-n	number
01474324-a	drawing number
02110778-a	philosophy literature mathematics time_period pedagogy computer_science number mechanics oceanography physics ethnology
13716084-n	wrestling boxing number tax metrology
11031668-n	politics person history number
06838868-n	number
06871127-n	music number
06833328-n	number
06836381-n	number
05697135-n	psychology insurance number
02030424-v	metrology hydraulics optics number
10650162-n	literature astronautics diplomacy pedagogy administration architecture numismatics person heraldry politics sociology philosophy mythology humanities school money athletics finance music university social_science number post law theatre theology philology enterprise ethnology geography archery religion town_planning economy art archaeology paleontology anthropology painting military history roman_catholic
06838975-n	number
08691276-n	geography astronomy earth number
05182563-n	politics law economy number
14159623-n	psychology genetics medicine number
13723899-n	metrology number
07271280-n	topography mathematics statistics number
01576729-a	number
06351202-n	number grammar linguistics archaeology philology
01853461-a	number
08083599-n	literature diplomacy pedagogy administration person heraldry politics sociology environment philosophy publishing humanities school music university number astrology post law theology philology time_period town_planning religion fashion free_time anthropology history occultism roman_catholic
05726596-n	racing literature mathematics time_period pure_science computer_science number grammar genetics statistics enterprise
10395828-n	religion number
09816654-n	university school number
13646816-n	electronics electricity electrotechnology number metrology topography
04225729-n	athletics archery sport hockey dance oceanography rowing golf cricket badminton skiing skating
10604491-n	hockey soccer athletics skating
01936753-v	sport hockey dance oceanography skiing cycling skating
00448466-n	dance oceanography skiing skating
03558404-n	hockey oceanography golf skiing skating
04102162-n	skating
02848806-n	hockey oceanography earth skiing skating
10537018-n	skating
00448872-n	skating
10537107-n	skating
00448958-n	skating
00448640-n	oceanography earth skating
04273972-n	racing oceanography cycling skating
10196490-n	free_time skating
03558176-n	buildings hockey skating
04225987-n	rugby cycling skating
00448748-n	dance oceanography drawing skating
03557360-n	buildings hockey skating
04102037-n	golf skating
03336282-n	oceanography skating
10604380-n	skating
00449054-n	skating
00449168-n	skating
03523987-n	oceanography hockey skating
04098710-n	oceanography skating
02857907-n	buildings hockey skating
10634849-n	cycling skating
04102618-n	golf skating
04093625-n	buildings hockey skating
00463543-n	rugby fencing betting basketball skiing skating card tennis wrestling hockey play baseball football boxing badminton diving time_period fashion bowling chess volleyball soccer sport oceanography table_tennis golf cricket
04258982-n	play artisanship dance golf bowling fashion badminton skiing atomic_physic skating
01937222-v	oceanography skating
01937795-v	cycling skating
01937534-v	badminton golf skating
04101701-n	transport mechanics skating
09308398-n	hockey play mountaineering oceanography earth nautical skating
01937992-v	badminton golf skating
01086103-v	racing rugby athletics wrestling sport skiing transport rowing boxing vehicles betting tourism hunting nautical cycling skating
01887576-v	swimming aviation dance vehicles skiing cycling skating
01938288-v	racing sport rowing cycling skating
00556992-n	dance oceanography skiing skating
02872752-n	industry hockey mechanics golf fishing fashion skiing cycling drawing skating
02046199-a	buildings rugby astronautics astronomy architecture gastronomy basketball anatomy skating tennis plants music hockey biology animals play entomology astrology geometry football badminton town_planning food archaeology volleyball soccer sport table_tennis color cycling
00557287-n	dance skating
